Year,End Month,End Day,Start Month,Start Day,End Date (Temp),Start Date (Temp),End Date (String),Start Date (String),Value
2000,8,31,8,1,8/31/2000,8/1/2000,2000-08-31,2000-08-01,8038.43
2000,7,31,7,1,7/31/2000,7/1/2000,2000-07-31,2000-07-03,8174.81
2000,6,30,6,1,6/30/2000,6/1/2000,2000-06-30,2000-06-01,8384.32
2000,5,31,5,1,5/31/2000,5/1/2000,2000-05-31,2000-05-01,10122.91
2000,4,30,4,1,4/30/2000,4/1/2000,2000-04-28,2000-04-03,9746.5
2000,3,31,3,1,3/31/2000,3/1/2000,2000-03-31,2000-03-01,10255.4
2000,2,29,2,1,2/29/2000,2/1/2000,2000-02-29,2000-02-01,9583.75
2000,1,31,1,1,1/31/2000,1/1/2000,2000-01-31,2000-01-03,8315.25
1999,12,31,12,1,12/31/1999,12/1/1999,1999-12-31,1999-12-01,8073.24
1999,11,30,11,1,11/30/1999,11/1/1999,1999-11-30,1999-11-01,7946.82
1999,10,31,10,1,10/31/1999,10/1/1999,1999-10-29,1999-10-01,7317.62
1999,9,30,9,1,9/30/1999,9/1/1999,1999-09-30,1999-09-01,7029.09
1999,8,31,8,1,8/31/1999,8/1/1999,1999-08-31,1999-08-02,6431.43
1999,7,31,7,1,7/31/1999,7/1/1999,1999-07-30,1999-07-01,5696.36
1999,6,30,6,1,6/30/1999,6/1/1999,1999-06-30,1999-06-01,5194.77
1999,5,31,5,1,5/31/1999,5/1/1999,1999-05-31,1999-05-03,5395.79
1999,4,30,4,1,4/30/1999,4/1/1999,1999-04-30,1999-04-01,5054.75
1999,3,31,3,1,3/31/1999,3/1/1999,1999-03-31,1999-03-01,5002.95
1999,2,28,2,1,2/28/1999,2/1/1999,1999-02-26,1999-02-01,4623.25
1999,1,31,1,1,1/31/1999,1/1/1999,1999-01-29,1999-01-01,4264
1998,12,31,12,1,12/31/1998,12/1/1998,1998-12-31,1998-12-01,3865.76
1998,11,30,11,1,11/30/1998,11/1/1998,1998-11-30,1998-11-02,4117.25
1998,10,31,10,1,10/31/1998,10/1/1998,1998-10-30,1998-10-01,3870.45
1998,9,30,9,1,9/30/1998,9/1/1998,1998-09-30,1998-09-01,4100.91
1998,8,31,8,1,8/31/1998,8/1/1998,1998-08-31,1998-08-03,4078
1998,7,31,7,1,7/31/1998,7/1/1998,1998-07-31,1998-07-01,4332.62
1998,6,30,6,1,6/30/1998,6/1/1998,1998-06-30,1998-06-01,4456.9
1998,5,31,5,1,5/31/1998,5/1/1998,1998-05-29,1998-05-01,5016.84
1998,4,30,4,1,4/30/1998,4/1/1998,1998-04-30,1998-04-01,5391
1998,3,31,3,1,3/31/1998,3/1/1998,1998-03-31,1998-03-02,5397.05
1998,2,28,2,1,2/28/1998,2/1/1998,1998-02-27,1998-02-02,5367.25
1998,1,31,1,1,1/31/1998,1/1/1998,1998-01-30,1998-01-01,5489
1997,12,31,12,1,12/31/1997,12/1/1997,1997-12-31,1997-12-01,5942.38
1997,11,30,11,1,11/30/1997,11/1/1997,1997-11-28,1997-11-03,6137.25
1997,10,31,10,1,10/31/1997,10/1/1997,1997-10-31,1997-10-01,6373.48
1997,9,30,9,1,9/30/1997,9/1/1997,1997-09-30,1997-09-01,6498.29
1997,8,31,8,1,8/31/1997,8/1/1997,1997-08-29,1997-08-01,6764.45
1997,7,31,7,1,7/31/1997,7/1/1997,1997-07-31,1997-07-01,6832.74
1997,6,30,6,1,6/30/1997,6/1/1997,1997-06-30,1997-06-02,7060
1997,5,31,5,1,5/31/1997,5/1/1997,1997-05-30,1997-05-01,7476
1997,4,30,4,1,4/30/1997,4/1/1997,1997-04-30,1997-04-01,7313.14
1997,3,31,3,1,3/31/1997,3/1/1997,1997-03-31,1997-03-03,7893.21
1997,2,28,2,1,2/28/1997,2/1/1997,1997-02-28,1997-02-03,7736.58
1997,1,31,1,1,1/31/1997,1/1/1997,1997-01-31,1997-01-01,7069.14
1996,12,31,12,1,12/31/1996,12/1/1996,1996-12-31,1996-12-02,6571.05
1996,11,30,11,1,11/30/1996,11/1/1996,1996-11-29,1996-11-01,6960.71
1996,10,31,10,1,10/31/1996,10/1/1996,1996-10-31,1996-10-01,7028.7
1996,9,30,9,1,9/30/1996,9/1/1996,1996-09-30,1996-09-02,7329.81
1996,8,31,8,1,8/31/1996,8/1/1996,1996-08-30,1996-08-01,7037.62
1996,7,31,7,1,7/31/1996,7/1/1996,1996-07-31,1996-07-01,7202.61
1996,6,30,6,1,6/30/1996,6/1/1996,1996-06-28,1996-06-03,7713.16
1996,5,31,5,1,5/31/1996,5/1/1996,1996-05-31,1996-05-01,8042.86
1996,4,30,4,1,4/30/1996,4/1/1996,1996-04-30,1996-04-01,8047
1996,3,31,3,1,3/31/1996,3/1/1996,1996-03-29,1996-03-01,8046.4
1996,2,29,2,1,2/29/1996,2/1/1996,1996-02-29,1996-02-01,8198.5
1996,1,31,1,1,1/31/1996,1/1/1996,1996-01-31,1996-01-01,7870.71
1995,12,31,12,1,12/31/1995,12/1/1995,1995-12-29,1995-12-01,8074.21
1995,11,30,11,1,11/30/1995,11/1/1995,1995-11-30,1995-11-01,8498.1
1995,10,31,10,1,10/31/1995,10/1/1995,1995-10-31,1995-10-02,8068.86
1995,9,30,9,1,9/30/1995,9/1/1995,1995-09-29,1995-09-01,8397.25
1995,8,31,8,1,8/31/1995,8/1/1995,1995-08-31,1995-08-01,8931.82
1995,7,31,7,1,7/31/1995,7/1/1995,1995-07-31,1995-07-03,8618
1995,6,30,6,1,6/30/1995,6/1/1995,1995-06-30,1995-06-01,7877.27
1995,5,31,5,1,5/31/1995,5/1/1995,1995-05-31,1995-05-01,7262.38
1995,4,30,4,1,4/30/1995,4/1/1995,1995-04-28,1995-04-03,7405
1995,3,31,3,1,3/31/1995,3/1/1995,1995-03-31,1995-03-01,7522.39
1995,2,28,2,1,2/28/1995,2/1/1995,1995-02-28,1995-02-01,8431.25
1995,1,31,1,1,1/31/1995,1/1/1995,1995-01-31,1995-01-02,9596.19
1994,12,31,12,1,12/31/1994,12/1/1994,1994-12-30,1994-12-01,8540.65
1994,11,30,11,1,11/30/1994,11/1/1994,1994-11-30,1994-11-01,7474.55
1994,10,31,10,1,10/31/1994,10/1/1994,1994-10-31,1994-10-03,6735.86
1994,9,30,9,1,9/30/1994,9/1/1994,1994-09-30,1994-09-01,6370.68
1994,8,31,8,1,8/31/1994,8/1/1994,1994-08-31,1994-08-01,5856.14
1994,7,31,7,1,7/31/1994,7/1/1994,1994-07-29,1994-07-01,6230.57
1994,6,30,6,1,6/30/1994,6/1/1994,1994-06-30,1994-06-01,6287.05
1994,5,31,5,1,5/31/1994,5/1/1994,1994-05-31,1994-05-02,6082.86
1994,4,30,4,1,4/30/1994,4/1/1994,1994-04-29,1994-04-01,5400.26
1994,3,31,3,1,3/31/1994,3/1/1994,1994-03-31,1994-03-01,5590.43
1994,2,28,2,1,2/28/1994,2/1/1994,1994-02-28,1994-02-01,5830.1
1994,1,31,1,1,1/31/1994,1/1/1994,1994-01-31,1994-01-03,5584.05
1993,12,31,12,1,12/31/1993,12/1/1993,1993-12-31,1993-12-01,5139.8
1993,11,30,11,1,11/30/1993,11/1/1993,1993-11-30,1993-11-01,4642.27
1993,10,31,10,1,10/31/1993,10/1/1993,1993-10-29,1993-10-01,4464.86
1993,9,30,9,1,9/30/1993,9/1/1993,1993-09-30,1993-09-01,4376.05
1993,8,31,8,1,8/31/1993,8/1/1993,1993-08-31,1993-08-02,4740.48
1993,7,31,7,1,7/31/1993,7/1/1993,1993-07-30,1993-07-01,5051.18
1993,6,30,6,1,6/30/1993,6/1/1993,1993-06-30,1993-06-01,5544.32
1993,5,31,5,1,5/31/1993,5/1/1993,1993-05-31,1993-05-03,5777.79
1993,4,30,4,1,4/30/1993,4/1/1993,1993-04-30,1993-04-01,5987.5
1993,3,31,3,1,3/31/1993,3/1/1993,1993-03-31,1993-03-01,5974.91
1993,2,28,2,1,2/28/1993,2/1/1993,1993-02-26,1993-02-01,6050.75
1993,1,31,1,1,1/31/1993,1/1/1993,1993-01-29,1993-01-01,5948.1
1992,12,31,12,1,12/31/1992,12/1/1992,1992-12-31,1992-12-01,5751.19
1992,11,30,11,1,11/30/1992,11/1/1992,1992-11-30,1992-11-02,5593.71
1992,10,31,10,1,10/31/1992,10/1/1992,1992-10-30,1992-10-01,6322.5
1992,9,30,9,1,9/30/1992,9/1/1992,1992-09-30,1992-09-01,6918.57
1992,8,31,8,1,8/31/1992,8/1/1992,1992-08-31,1992-08-03,7279.75
1992,7,31,7,1,7/31/1992,7/1/1992,1992-07-31,1992-07-01,7516.17
1992,6,30,6,1,6/30/1992,6/1/1992,1992-06-30,1992-06-01,7202.36
1992,5,31,5,1,5/31/1992,5/1/1992,1992-05-29,1992-05-01,7333.95
1992,4,30,4,1,4/30/1992,4/1/1992,1992-04-30,1992-04-01,7417.95
1992,3,31,3,1,3/31/1992,3/1/1992,1992-03-31,1992-03-02,7430.46
1992,2,29,2,1,2/29/1992,2/1/1992,1992-02-28,1992-02-03,7888
1992,1,31,1,1,1/31/1992,1/1/1992,1992-01-31,1992-01-01,7531.14
1991,12,31,12,1,12/31/1991,12/1/1991,1991-12-31,1991-12-02,7140.26
1991,11,30,11,1,11/30/1991,11/1/1991,1991-11-29,1991-11-01,7258.5
1991,10,31,10,1,10/31/1991,10/1/1991,1991-10-31,1991-10-01,7453.86
1991,9,30,9,1,9/30/1991,9/1/1991,1991-09-30,1991-09-02,7675.95
1991,8,31,8,1,8/31/1991,8/1/1991,1991-08-30,1991-08-01,8154.75
1991,7,31,7,1,7/31/1991,7/1/1991,1991-07-31,1991-07-01,8515.2
1991,6,30,6,1,6/30/1991,6/1/1991,1991-06-28,1991-06-03,8296.5
1991,5,31,5,1,5/31/1991,5/1/1991,1991-05-31,1991-05-01,8499.61
1991,4,30,4,1,4/30/1991,4/1/1991,1991-04-30,1991-04-01,9023
1991,3,31,3,1,3/31/1991,3/1/1991,1991-03-29,1991-03-01,8700
1991,2,28,2,1,2/28/1991,2/1/1991,1991-02-28,1991-02-01,8672
1991,1,31,1,1,1/31/1991,1/1/1991,1991-01-31,1991-01-01,8569
1990,12,31,12,1,12/31/1990,12/1/1990,1990-12-31,1990-12-03,8158
1990,11,30,11,1,11/30/1990,11/1/1990,1990-11-30,1990-11-01,8587
1990,10,31,10,1,10/31/1990,10/1/1990,1990-10-31,1990-10-01,9145
1990,9,30,9,1,9/30/1990,9/1/1990,1990-09-28,1990-09-03,10844
1990,8,31,8,1,8/31/1990,8/1/1990,1990-08-31,1990-08-01,10957
1990,7,31,7,1,7/31/1990,7/1/1990,1990-07-31,1990-07-02,9318
1990,6,30,6,1,6/30/1990,6/1/1990,1990-06-29,1990-06-01,8422
1990,5,31,5,1,5/31/1990,5/1/1990,1990-05-31,1990-05-01,8698
1990,4,30,4,1,4/30/1990,4/1/1990,1990-04-30,1990-04-02,8939
1990,3,31,3,1,3/31/1990,3/1/1990,1990-03-30,1990-03-01,9267
1990,2,28,2,1,2/28/1990,2/1/1990,1990-02-28,1990-02-01,6977
1990,1,31,1,1,1/31/1990,1/1/1990,1990-01-31,1990-01-01,7056
1989,12,31,12,1,12/31/1989,12/1/1989,1989-12-29,1989-12-01,8809
1989,11,30,11,1,11/30/1989,11/1/1989,1989-11-30,1989-11-01,9793
1989,10,31,10,1,10/31/1989,10/1/1989,1989-10-31,1989-10-02,10425
1989,9,30,9,1,9/30/1989,9/1/1989,1989-09-29,1989-09-01,11222
1989,8,31,8,1,8/31/1989,8/1/1989,1989-08-31,1989-08-01,12910
1989,7,31,7,1,7/31/1989,7/1/1989,1989-07-31,1989-07-03,12275
1989,6,30,6,1,6/30/1989,6/1/1989,1989-06-30,1989-06-01,12143
1989,5,31,5,1,5/31/1989,5/1/1989,1989-05-31,1989-05-01,13454
1989,4,30,4,1,4/30/1989,4/1/1989,1989-04-28,1989-04-03,15261.5
1989,3,31,3,1,3/31/1989,3/1/1989,1989-03-31,1989-03-01,17156.35
1989,2,28,2,1,2/28/1989,2/1/1989,1989-02-28,1989-02-01,18582.47
1989,1,31,1,1,1/31/1989,1/1/1989,1989-01-31,1989-01-02,17725.14
1988,12,31,12,1,12/31/1988,12/1/1988,1988-12-30,1988-12-01,16920.46
1988,11,30,11,1,11/30/1988,11/1/1988,1988-11-30,1988-11-01,13342.36
1988,10,31,10,1,10/31/1988,10/1/1988,1988-10-31,1988-10-03,11556.62
1988,9,30,9,1,9/30/1988,9/1/1988,1988-09-30,1988-09-01,11878.49
1988,8,31,8,1,8/31/1988,8/1/1988,1988-08-31,1988-08-01,14186.73
1988,7,31,7,1,7/31/1988,7/1/1988,1988-07-29,1988-07-01,14592.38
1988,6,30,6,1,6/30/1988,6/1/1988,1988-06-30,1988-06-01,15588.87
1988,5,31,5,1,5/31/1988,5/1/1988,1988-05-31,1988-05-02,17024.08
1988,4,30,4,1,4/30/1988,4/1/1988,1988-04-29,1988-04-01,18011.75
1988,3,31,3,1,3/31/1988,3/1/1988,1988-03-31,1988-03-01,15496.27
1988,2,29,2,1,2/29/1988,2/1/1988,1988-02-29,1988-02-01,8666.36
1988,1,31,1,1,1/31/1988,1/1/1988,1988-01-29,1988-01-01,8073.32
1987,12,31,12,1,12/31/1987,12/1/1987,1987-12-31,1987-12-01,7661.05
1987,11,30,11,1,11/30/1987,11/1/1987,1987-11-30,1987-11-02,5937.04
1987,10,31,10,1,10/31/1987,10/1/1987,1987-10-30,1987-10-01,5692.33
1987,9,30,9,1,9/30/1987,9/1/1987,1987-09-30,1987-09-01,5332.98
1987,8,31,8,1,8/31/1987,8/1/1987,1987-08-31,1987-08-03,5306.52
1987,7,31,7,1,7/31/1987,7/1/1987,1987-07-31,1987-07-01,4753.16
1987,6,30,6,1,6/30/1987,6/1/1987,1987-06-30,1987-06-01,4435.7
1987,5,31,5,1,5/31/1987,5/1/1987,1987-05-29,1987-05-01,4435.7
1987,4,30,4,1,4/30/1987,4/1/1987,1987-04-30,1987-04-01,3897.77
1987,3,31,3,1,3/31/1987,3/1/1987,1987-03-31,1987-03-02,3772.1
1987,2,28,2,1,2/28/1987,2/1/1987,1987-02-27,1987-02-02,3716.99
1987,1,31,1,1,1/31/1987,1/1/1987,1987-01-30,1987-01-01,3525.19
1986,12,31,12,1,12/31/1986,12/1/1986,1986-12-31,1986-12-01,3562.67
1986,11,30,11,1,11/30/1986,11/1/1986,1986-11-28,1986-11-03,3642.03
1986,10,31,10,1,10/31/1986,10/1/1986,1986-10-31,1986-10-01,3644.24
1986,9,30,9,1,9/30/1986,9/1/1986,1986-09-30,1986-09-01,3723.6
1986,8,31,8,1,8/31/1986,8/1/1986,1986-08-29,1986-08-01,3807.38
1986,7,31,7,1,7/31/1986,7/1/1986,1986-07-31,1986-07-01,3911
1986,6,30,6,1,6/30/1986,6/1/1986,1986-06-30,1986-06-02,4087.37
1986,5,31,5,1,5/31/1986,5/1/1986,1986-05-30,1986-05-01,4043.27
1986,4,30,4,1,4/30/1986,4/1/1986,1986-04-30,1986-04-01,4085.16
1986,3,31,3,1,3/31/1986,3/1/1986,1986-03-31,1986-03-03,4135.87
1986,2,28,2,1,2/28/1986,2/1/1986,1986-02-28,1986-02-03,3988.16
1986,1,31,1,1,1/31/1986,1/1/1986,1986-01-31,1986-01-01,4034.45
1985,12,31,12,1,12/31/1985,12/1/1985,1985-12-31,1985-12-02,4089.57
1985,11,30,11,1,11/30/1985,11/1/1985,1985-11-29,1985-11-01,4034.45
1985,10,31,10,1,10/31/1985,10/1/1985,1985-10-31,1985-10-01,4239.48
1985,9,30,9,1,9/30/1985,9/1/1985,1985-09-30,1985-09-02,4570.18
1985,8,31,8,1,8/31/1985,8/1/1985,1985-08-30,1985-08-01,4907.48
1985,7,31,7,1,7/31/1985,7/1/1985,1985-07-31,1985-07-01,5090.47
1985,6,30,6,1,6/30/1985,6/1/1985,1985-06-28,1985-06-03,5553.44
1985,5,31,5,1,5/31/1985,5/1/1985,1985-05-31,1985-05-01,5604.14
1985,4,30,4,1,4/30/1985,4/1/1985,1985-04-30,1985-04-01,5489.5
1985,3,31,3,1,3/31/1985,3/1/1985,1985-03-29,1985-03-01,5211.72
1985,2,28,2,1,2/28/1985,2/1/1985,1985-02-28,1985-02-01,5050.79
1985,1,31,1,1,1/31/1985,1/1/1985,1985-01-31,1985-01-01,4947.17
1984,12,31,12,1,12/31/1984,12/1/1984,1984-12-31,1984-12-03,4858.98
1984,11,30,11,1,11/30/1984,11/1/1984,1984-11-30,1984-11-01,4748.4
1984,10,31,10,1,10/31/1984,10/1/1984,1984-10-31,1984-10-01,4750.29
1984,9,30,9,1,9/30/1984,9/1/1984,1984-09-28,1984-09-03,4705.64
1984,8,31,8,1,8/31/1984,8/1/1984,1984-08-31,1984-08-01,4736.07
1984,7,31,7,1,7/31/1984,7/1/1984,1984-07-31,1984-07-02,4640.18
1984,6,30,6,1,6/30/1984,6/1/1984,1984-06-29,1984-06-01,4773.23
1984,5,31,5,1,5/31/1984,5/1/1984,1984-05-31,1984-05-01,4811.42
1984,4,30,4,1,4/30/1984,4/1/1984,1984-04-30,1984-04-02,4911.41
1984,3,31,3,1,3/31/1984,3/1/1984,1984-03-30,1984-03-01,4780.83
1984,2,29,2,1,2/29/1984,2/1/1984,1984-02-29,1984-02-01,4639.91
1984,1,31,1,1,1/31/1984,1/1/1984,1984-01-31,1984-01-02,4670.48
1983,12,31,12,1,12/31/1983,12/1/1983,1983-12-30,1983-12-01,4657
1983,11,30,11,1,11/30/1983,11/1/1983,1983-11-30,1983-11-01,4585.17
1983,10,31,10,1,10/31/1983,10/1/1983,1983-10-31,1983-10-03,4674.15
1983,9,30,9,1,9/30/1983,9/1/1983,1983-09-30,1983-09-01,4910.52
1983,8,31,8,1,8/31/1983,8/1/1983,1983-08-31,1983-08-01,4852.76
1983,7,31,7,1,7/31/1983,7/1/1983,1983-07-29,1983-07-01,4804.04
1983,6,30,6,1,6/30/1983,6/1/1983,1983-06-30,1983-06-01,4883.16
1983,5,31,5,1,5/31/1983,5/1/1983,1983-05-31,1983-05-02,5031.53
1983,4,30,4,1,4/30/1983,4/1/1983,1983-04-29,1983-04-01,4817.79
1983,3,31,3,1,3/31/1983,3/1/1983,1983-03-31,1983-03-01,4831.77
1983,2,28,2,1,2/28/1983,2/1/1983,1983-02-28,1983-02-01,4228.2
1983,1,31,1,1,1/31/1983,1/1/1983,1983-01-31,1983-01-03,3796.96
1982,12,31,12,1,12/31/1982,12/1/1982,1982-12-31,1982-12-01,3576.27
1982,11,30,11,1,11/30/1982,11/1/1982,1982-11-30,1982-11-01,3433.66
1982,10,31,10,1,10/31/1982,10/1/1982,1982-10-29,1982-10-01,3916.51
1982,9,30,9,1,9/30/1982,9/1/1982,1982-09-30,1982-09-01,4310.3
1982,8,31,8,1,8/31/1982,8/1/1982,1982-08-31,1982-08-02,4953.03
1982,7,31,7,1,7/31/1982,7/1/1982,1982-07-30,1982-07-01,5068.58
1982,6,30,6,1,6/30/1982,6/1/1982,1982-06-30,1982-06-01,5186.7
1982,5,31,5,1,5/31/1982,5/1/1982,1982-05-31,1982-05-03,5211.84
1982,4,30,4,1,4/30/1982,4/1/1982,1982-04-30,1982-04-01,5394.05
1982,3,31,3,1,3/31/1982,3/1/1982,1982-03-31,1982-03-01,5653.36
1982,2,28,2,1,2/28/1982,2/1/1982,1982-02-26,1982-02-01,5716.76
1982,1,31,1,1,1/31/1982,1/1/1982,1982-01-29,1982-01-01,5628.9
1981,12,31,12,1,12/31/1981,12/1/1981,1981-12-31,1981-12-01,5496.03
1981,11,30,11,1,11/30/1981,11/1/1981,1981-11-30,1981-11-02,5100.25
1981,10,31,10,1,10/31/1981,10/1/1981,1981-10-30,1981-10-01,5216.71
1981,9,30,9,1,9/30/1981,9/1/1981,1981-09-30,1981-09-01,5579.06
1981,8,31,8,1,8/31/1981,8/1/1981,1981-08-31,1981-08-03,5999.12
1981,7,31,7,1,7/31/1981,7/1/1981,1981-07-31,1981-07-01,6150.34
1981,6,30,6,1,6/30/1981,6/1/1981,1981-06-30,1981-06-01,6169.46
1981,5,31,5,1,5/31/1981,5/1/1981,1981-05-29,1981-05-01,6352.16
1981,4,30,4,1,4/30/1981,4/1/1981,1981-04-30,1981-04-01,6307.06
1981,3,31,3,1,3/31/1981,3/1/1981,1981-03-31,1981-03-02,6292.43
1981,2,28,2,1,2/28/1981,2/1/1981,1981-02-27,1981-02-02,6370.75
1981,1,31,1,1,1/31/1981,1/1/1981,1981-01-30,1981-01-01,6403.77
1980,12,31,12,1,12/31/1980,12/1/1980,1980-12-31,1980-12-01,6390.91
1980,11,30,11,1,11/30/1980,11/1/1980,1980-11-28,1980-11-03,6452.67
1980,10,31,10,1,10/31/1980,10/1/1980,1980-10-31,1980-10-01,6691.95
1980,9,30,9,1,9/30/1980,9/1/1980,1980-09-30,1980-09-01,6655.36
1980,8,31,8,1,8/31/1980,8/1/1980,1980-08-29,1980-08-01,6584.51
1980,7,31,7,1,7/31/1980,7/1/1980,1980-07-31,1980-07-01,6622.17
1980,6,30,6,1,6/30/1980,6/1/1980,1980-06-30,1980-06-02,6294.83
1980,5,31,5,1,5/31/1980,5/1/1980,1980-05-30,1980-05-01,6000.77
1980,4,30,4,1,4/30/1980,4/1/1980,1980-04-30,1980-04-01,6233.37
1980,3,31,3,1,3/31/1980,3/1/1980,1980-03-31,1980-03-03,6733.79
1980,2,29,2,1,2/29/1980,2/1/1980,1980-02-29,1980-02-01,6978.93
1980,1,31,1,1,1/31/1980,1/1/1980,1980-01-31,1980-01-01,6584.8
